,implementation,preprocess,mean_type,distance,threshold,f1,accuracy
329,USE,lower,mean,l2,0.164307021897632,0.048022598870057,0.925152692948362
330,USE,lower,mean,l2,0.182563357664036,0.048022598870057,0.925152692948362
519,USE,none,mean,l1,2.36857075161404,0.048022598870057,0.925152692948362
520,USE,none,mean,l1,2.70693800184462,0.048022598870057,0.925152692948362
521,USE,none,mean,l1,3.0453052520752,0.048022598870057,0.925152692948362
583,USE,none,mean,l2,0.129296963328046,0.048022598870057,0.925152692948362
584,USE,none,mean,l2,0.147767958089196,0.048022598870057,0.925152692948362
585,USE,none,mean,l2,0.166238952850345,0.048022598870057,0.925152692948362
586,USE,none,mean,l2,0.184709947611495,0.048022598870057,0.925152692948362
266,USE,lower,mean,l1,3.37705218602741,0.047988708539167,0.925097168239867
522,USE,none,mean,l1,3.38367250230577,0.047988708539167,0.925097168239867
256,USE,lower,mean,l1,0,0.045261669024045,0.925041643531371
257,USE,lower,mean,l1,0.337705218602741,0.045261669024045,0.925041643531371
258,USE,lower,mean,l1,0.675410437205481,0.045261669024045,0.925041643531371
259,USE,lower,mean,l1,1.01311565580822,0.045261669024045,0.925041643531371
260,USE,lower,mean,l1,1.35082087441096,0.045261669024045,0.925041643531371
261,USE,lower,mean,l1,1.6885260930137,0.045261669024045,0.925041643531371
262,USE,lower,mean,l1,2.02623131161644,0.045261669024045,0.925041643531371
320,USE,lower,mean,l2,0,0.045261669024045,0.925041643531371
321,USE,lower,mean,l2,0.018256335766404,0.045261669024045,0.925041643531371
322,USE,lower,mean,l2,0.036512671532807,0.045261669024045,0.925041643531371
323,USE,lower,mean,l2,0.054769007299211,0.045261669024045,0.925041643531371
324,USE,lower,mean,l2,0.073025343065614,0.045261669024045,0.925041643531371
325,USE,lower,mean,l2,0.091281678832018,0.045261669024045,0.925041643531371
326,USE,lower,mean,l2,0.109538014598422,0.045261669024045,0.925041643531371
512,USE,none,mean,l1,0,0.045261669024045,0.925041643531371
513,USE,none,mean,l1,0.338367250230577,0.045261669024045,0.925041643531371
514,USE,none,mean,l1,0.676734500461154,0.045261669024045,0.925041643531371
515,USE,none,mean,l1,1.01510175069173,0.045261669024045,0.925041643531371
516,USE,none,mean,l1,1.35346900092231,0.045261669024045,0.925041643531371
517,USE,none,mean,l1,1.69183625115289,0.045261669024045,0.925041643531371
518,USE,none,mean,l1,2.03020350138346,0.045261669024045,0.925041643531371
576,USE,none,mean,l2,0,0.045261669024045,0.925041643531371
577,USE,none,mean,l2,0.01847099476115,0.045261669024045,0.925041643531371
578,USE,none,mean,l2,0.036941989522299,0.045261669024045,0.925041643531371
579,USE,none,mean,l2,0.055412984283449,0.045261669024045,0.925041643531371
580,USE,none,mean,l2,0.073883979044598,0.045261669024045,0.925041643531371
581,USE,none,mean,l2,0.092354973805748,0.045261669024045,0.925041643531371
582,USE,none,mean,l2,0.110825968566897,0.045261669024045,0.925041643531371
